Year,Country,Pilgrimage_Type,Total_Pilgrims,Male_Percentage,Female_Percentage,Average_Age,Average_Travel_Cost_USD,Visa_Approval_Rate,Flights_Arranged,Hotels_Booked,Satisfaction_Rating,Economic_Impact_USD
2012,Jordan,Umrah,61690,50.36,49.64,45.2,11629.2,95.39,191,110,3.35,548748511.34
2012,Jordan,Ziyarat,431789,53.29,46.71,55.1,5308.93,73.63,206,142,4.98,2880963576.01
2012,Morocco,Hajj,113644,47.87,52.13,42.5,8950.04,87.76,399,51,4.64,1392406703.92
2012,Morocco,Umrah,181885,52.86,47.14,54.4,11787.93,84.32,206,71,3.94,2900332038.12
2012,Morocco,Ziyarat,360115,56.38,43.62,31.5,7484.87,74.88,49,297,4.56,3300216474.09
2012,Algeria,Hajj,234810,52.96,47.04,34.9,5047.96,98.95,108,221,4.77,1703357365.47
2012,Algeria,Umrah,269656,50.94,49.06,35.0,10216.23,89.71,89,236,3.75,2773357738.66
2012,Algeria,Ziyarat,279371,56.06,43.94,44.1,9038.17,76.01,266,160,4.86,3554132299.63
2012,Tunisia,Hajj,297508,54.03,45.97,31.3,8701.06,78.88,349,234,3.22,2464014616.1
2012,Tunisia,Umrah,126232,51.95,48.05,41.3,1627.21,73.86,173,73,4.96,135145110.84
2012,Tunisia,Ziyarat,341597,64.33,35.67,32.7,3456.25,96.88,31,13,3.3,1054897325.22
2012,Libya,Hajj,204813,53.65,46.35,51.3,7316.71,88.78,371,53,3.78,1380515565.63
2012,Libya,Umrah,47568,57.73,42.27,34.9,5893.56,93.24,403,262,3.6,215076237.66
2012,Libya,Ziyarat,368877,63.85,36.15,57.9,4462.88,86.69,247,26,3.31,2232566367.94
2012,Sudan,Hajj,103995,45.7,54.3,51.8,10779.48,89.9,136,268,3.25,988894240.32
2012,Sudan,Umrah,364336,57.91,42.09,44.8,1980.65,97.03,252,141,4.8,919970949.51
2012,Sudan,Ziyarat,145288,46.12,53.88,47.0,9528.82,92.58,410,152,3.24,1465872025.5
2012,Somalia,Hajj,475830,46.51,53.49,56.1,4539.22,89.99,60,133,3.2,2155030409.19
2012,Somalia,Umrah,302567,47.2,52.8,29.2,7828.42,73.58,57,14,4.72,2036154118.62
2012,Somalia,Ziyarat,251992,48.59,51.41,41.0,5096.5,97.64,237,220,3.94,1846892578.31
2012,Yemen,Hajj,464777,64.29,35.71,46.2,5004.76,93.97,220,261,3.22,3331273951.92
2012,Yemen,Umrah,192545,62.58,37.42,56.9,10500.57,71.74,372,14,4.57,2996211288.06
2012,Yemen,Ziyarat,123165,52.8,47.2,48.2,8750.32,71.33,431,196,3.82,643290476.7
2012,United States,Hajj,267084,52.23,47.77,48.8,1650.45,79.41,187,52,4.5,359063934.91
2012,United States,Umrah,118174,60.74,39.26,55.7,7792.65,75.43,105,44,4.91,994772700.41
2012,United States,Ziyarat,488943,62.52,37.48,52.8,5137.04,86.44,390,22,3.54,3120699432.77
2012,United Kingdom,Hajj,392449,49.24,50.76,44.0,3353.82,88.41,123,120,4.58,1721739161.75
2012,United Kingdom,Umrah,186828,56.73,43.27,47.0,9938.91,98.4,350,84,3.03,1523302806.48
2012,United Kingdom,Ziyarat,456385,59.72,40.28,51.1,3926.51,96.2,151,115,3.51,2084138311.25
2012,Canada,Hajj,41104,58.12,41.88,40.5,8125.65,81.19,170,50,4.27,364411152.77
2012,Canada,Umrah,309629,47.26,52.74,48.5,6127.42,93.1,442,165,4.69,1542462982.71
2012,Canada,Ziyarat,231671,48.87,51.13,43.1,6011.86,91.14,69,261,4.77,1964754739.74
2012,Australia,Hajj,195563,50.75,49.25,57.5,5422.26,92.73,446,119,4.41,554490393.23
2012,Australia,Umrah,341570,57.74,42.26,50.4,11239.95,88.76,425,77,3.69,3263070888.01
2012,Australia,Ziyarat,192956,52.39,47.61,33.0,1620.73,88.01,235,77,3.63,464560504.6
2012,Germany,Hajj,338638,52.2,47.8,28.5,7405.71,73.59,149,186,4.51,1277767587.07
2012,Germany,Umrah,108376,53.68,46.32,37.3,11118.51,81.8,125,264,4.69,1037755861.26
2012,Germany,Ziyarat,484344,45.67,54.33,38.8,9373.7,97.45,264,212,3.51,4231312537.24
2012,France,Hajj,325051,45.07,54.93,37.9,5473.99,97.41,336,163,3.76,934420357.02
2012,France,Umrah,486034,54.63,45.37,43.9,11463.87,72.12,172,181,4.05,5662278663.25
2012,France,Ziyarat,487793,59.69,40.31,44.6,4074.81,80.26,221,15,3.5,1608669526.89
2012,Italy,Hajj,78396,54.5,45.5,32.9,2789.68,98.0,369,158,4.82,199144780.18
2012,Italy,Umrah,250567,56.64,43.36,51.9,6019.12,83.16,158,168,4.06,1303938521.7
2012,Italy,Ziyarat,383389,54.92,45.08,55.0,4884.73,88.91,493,276,3.75,1883582435.39
2012,Spain,Hajj,209581,64.34,35.66,46.3,9149.93,80.0,50,136,3.52,1428836206.14
2012,Spain,Umrah,7257,46.56,53.44,54.8,4087.56,71.85,272,180,4.69,26893899.09
2012,Spain,Ziyarat,470924,59.31,40.69,52.2,4229.12,78.72,477,179,4.45,2838704342.21
2012,China,Hajj,173702,52.86,47.14,39.8,4175.59,74.55,108,129,3.26,412298806.23
2012,China,Umrah,488515,62.15,37.85,55.2,5790.35,94.55,149,64,3.04,3634537377.91
2012,China,Ziyarat,389910,48.12,51.88,55.6,8258.14,77.86,49,60,3.09,4307706999.7
2012,Japan,Hajj,298892,52.62,47.38,38.0,10485.46,95.37,219,280,4.46,2311546185.85
2012,Japan,Umrah,285603,53.01,46.99,30.5,9569.25,74.89,262,77,4.69,2946874776.31
2012,Japan,Ziyarat,281914,53.49,46.51,44.3,5410.45,92.91,414,285,3.76,1750380358.08
2012,South Korea,Hajj,390393,48.0,52.0,43.1,3729.38,72.16,347,176,4.9,1180323604.36
2012,South Korea,Umrah,346016,46.94,53.06,41.0,5050.22,73.56,289,259,4.77,1401545843.0
2012,South Korea,Ziyarat,383954,61.02,38.98,41.8,2159.93,96.26,498,157,4.85,889318355.88
2012,Russia,Hajj,246553,47.33,52.67,54.4,6123.29,88.13,178,236,4.25,1146801193.5
2012,Russia,Umrah,363085,63.49,36.51,49.6,2671.27,75.15,104,118,4.67,1013728565.77
2012,Russia,Ziyarat,55955,64.24,35.76,43.7,7308.36,97.31,131,237,4.26,333826157.34
2012,Brazil,Hajj,291965,61.71,38.29,45.3,1683.7,98.24,37,92,3.79,439940204.69
2012,Brazil,Umrah,342660,54.01,45.99,50.8,7234.52,88.89,401,51,3.11,2456780909.9
2012,Brazil,Ziyarat,468656,55.48,44.52,31.4,2865.07,90.13,410,142,4.45,771551727.16
2012,South Africa,Hajj,278079,55.68,44.32,52.5,8088.18,70.01,414,105,3.0,2139272982.22
2012,South Africa,Umrah,167304,63.17,36.83,43.7,7883.88,98.9,405,70,3.65,900581959.01
2012,South Africa,Ziyarat,498869,48.28,51.72,34.6,3125.52,78.77,316,66,4.05,1199371364.5
2012,Kenya,Hajj,409655,55.86,44.14,48.0,10087.68,80.86,462,215,3.33,3185662378.34
2012,Kenya,Umrah,50765,57.51,42.49,47.2,11493.98,98.49,174,178,4.04,646462374.09
2012,Kenya,Ziyarat,416234,64.75,35.25,49.2,4555.57,71.68,394,72,3.41,1389737364.38
2012,Ethiopia,Hajj,32618,49.3,50.7,44.6,7818.53,98.96,478,211,4.05,215798248.63
2012,Ethiopia,Umrah,65384,53.28,46.72,45.3,4200.74,80.25,99,54,4.14,328875885.56
2012,Ethiopia,Ziyarat,497426,64.01,35.99,45.4,10055.07,82.27,351,252,3.97,5371502110.91
2012,Thailand,Hajj,412000,57.96,42.04,53.9,4577.98,83.06,341,39,3.98,1124086305.82
2012,Thailand,Umrah,475974,53.32,46.68,51.7,2997.76,93.56,329,100,4.3,1127156627.63
2012,Thailand,Ziyarat,182813,54.87,45.13,43.0,11754.17,97.47,95,153,3.28,1774205125.55
2012,Singapore,Hajj,381886,63.82,36.18,45.1,6764.41,87.56,155,243,3.34,3064776307.19
2012,Singapore,Umrah,351154,49.31,50.69,28.7,9422.67,74.22,269,247,4.5,3383938072.05
2012,Singapore,Ziyarat,293801,57.55,42.45,55.0,9042.78,80.11,403,244,3.62,3982907298.06
2012,Philippines,Hajj,262230,55.25,44.75,52.4,6721.2,97.74,163,113,3.79,2521222839.32
2012,Philippines,Umrah,350258,64.69,35.31,49.6,2386.1,81.45,336,116,4.15,873098715.32
2012,Philippines,Ziyarat,351815,58.07,41.93,45.3,2823.55,76.81,182,17,3.39,645821666.18
2012,Nepal,Hajj,401439,54.63,45.37,48.0,2337.87,94.69,119,114,4.03,664730692.51
2012,Nepal,Umrah,219034,46.53,53.47,55.6,11722.88,87.57,379,24,3.66,2550414322.74
2012,Nepal,Ziyarat,62251,51.48,48.52,55.8,6281.26,77.71,134,84,3.63,341830068.28
2012,Sri Lanka,Hajj,140230,57.53,42.47,55.6,3424.58,93.29,465,34,4.6,482889873.4
2012,Sri Lanka,Umrah,41232,56.56,43.44,29.6,4180.79,88.51,74,142,3.37,220285684.42
2012,Sri Lanka,Ziyarat,445617,61.66,38.34,44.1,6927.01,96.25,471,56,3.15,4122159503.48
2012,Uzbekistan,Hajj,143161,61.85,38.15,31.3,9843.95,75.31,249,207,4.22,976956495.74
2012,Uzbekistan,Umrah,381137,54.79,45.21,32.6,4049.38,98.21,466,118,4.45,1509442690.99
2012,Uzbekistan,Ziyarat,290605,63.44,36.56,33.3,7047.62,93.3,67,86,3.48,2579948081.77
2012,Kazakhstan,Hajj,48441,52.38,47.62,34.2,8959.41,72.65,303,43,4.96,273518367.22
2012,Kazakhstan,Umrah,234714,63.17,36.83,40.5,4801.31,81.26,42,154,3.15,1125178731.3
2012,Kazakhstan,Ziyarat,226435,50.83,49.17,46.0,3208.91,85.91,100,85,4.17,394251761.22
2012,Azerbaijan,Hajj,138015,59.12,40.88,38.1,3045.16,74.16,58,64,3.09,589294217.94
2012,Azerbaijan,Umrah,285784,59.0,41.0,52.8,9811.18,95.6,448,165,3.68,1889957260.74
2012,Azerbaijan,Ziyarat,229903,46.41,53.59,48.5,8710.52,96.27,248,146,4.3,1815694779.13
2012,Bosnia and Herzegovina,Hajj,482237,46.24,53.76,43.7,10083.2,75.99,104,21,3.41,3018092782.88
2012,Bosnia and Herzegovina,Umrah,49935,53.57,46.43,30.3,2777.0,92.43,162,141,4.82,108391026.2
2012,Bosnia and Herzegovina,Ziyarat,328551,56.47,43.53,53.2,9084.32,73.8,330,293,4.34,1603453778.89
2012,Netherlands,Hajj,9225,59.82,40.18,28.7,10982.73,72.05,354,23,3.16,128566345.32
2012,Netherlands,Umrah,346981,58.25,41.75,37.8,5447.59,96.01,260,67,4.4,2749835405.84
2012,Netherlands,Ziyarat,225801,53.43,46.57,54.8,2738.87,90.55,434,112,3.77,853579977.84
2012,Sweden,Hajj,284709,53.63,46.37,39.4,8150.06,93.58,174,64,3.43,2707658456.78
2012,Sweden,Umrah,142366,50.37,49.63,45.0,9975.22,86.27,454,137,3.31,1262438543.7
2012,Sweden,Ziyarat,126952,50.08,49.92,43.1,10030.79,91.57,68,121,3.85,1875391371.08
2012,Norway,Hajj,56069,62.44,37.56,57.1,5084.01,93.1,115,40,4.66,343241527.18
2012,Norway,Umrah,374898,56.69,43.31,46.2,8002.23,94.56,96,209,4.17,2349998900.05
2012,Norway,Ziyarat,20921,58.64,41.36,57.0,5311.52,71.8,40,208,4.14,59095071.2
2012,Denmark,Hajj,352295,63.83,36.17,34.0,1927.35,84.16,101,137,3.66,989742577.67
2012,Denmark,Umrah,322685,57.41,42.59,51.8,10840.7,83.58,356,147,4.02,4156577681.52
2012,Denmark,Ziyarat,114337,50.35,49.65,29.9,9852.24,88.03,420,210,3.33,608463264.36
2012,Belgium,Hajj,182367,54.07,45.93,35.4,4219.31,95.39,46,174,4.46,412209704.03
2012,Belgium,Umrah,224233,63.96,36.04,32.0,9555.77,87.91,226,242,4.93,2414698217.0
2012,Belgium,Ziyarat,255105,46.66,53.34,47.3,11708.32,98.37,420,299,3.33,2097021219.74
2012,Switzerland,Hajj,327253,46.58,53.42,42.9,8830.66,86.94,438,83,4.65,3425659156.37
2012,Switzerland,Umrah,291743,49.48,50.52,46.7,7692.24,98.14,22,79,4.39,3225615892.52
2012,Switzerland,Ziyarat,161218,45.8,54.2,52.8,6694.6,80.05,158,87,4.72,751976831.29
2012,Austria,Hajj,79363,64.08,35.92,53.5,4593.49,70.22,429,144,3.42,408001968.38
2012,Austria,Umrah,277940,46.41,53.59,42.1,7257.49,72.69,175,53,4.3,2940484879.05
2012,Austria,Ziyarat,498487,59.07,40.93,32.1,10035.95,89.68,180,71,3.01,2676651328.13
2013,Pakistan,Hajj,39787,53.77,46.23,39.4,11294.53,90.74,204,12,3.19,664137195.83
2013,Pakistan,Umrah,413486,50.83,49.17,57.1,4853.93,72.7,395,128,4.47,1576438857.79
2013,Pakistan,Ziyarat,282264,60.14,39.86,33.7,4992.26,73.16,389,190,4.61,1636572575.23
2013,Saudi Arabia,Hajj,201553,55.93,44.07,53.0,4678.61,94.15,96,184,3.04,697296928.47
2013,Saudi Arabia,Umrah,416162,47.82,52.18,57.3,7671.57,84.78,90,159,3.43,3890853624.05
2013,Saudi Arabia,Ziyarat,279115,58.91,41.09,33.4,2456.07,77.28,267,117,4.29,453052717.05
2013,India,Hajj,43941,49.08,50.92,28.9,6889.58,72.45,244,98,4.98,320149678.81
2013,India,Umrah,171460,49.48,50.52,48.2,10894.37,70.95,78,194,4.12,1954044910.46
2013,India,Ziyarat,217668,49.75,50.25,35.6,1504.44,71.92,154,71,3.64,350472490.23
2013,Indonesia,Hajj,361979,52.05,47.95,52.6,7167.63,78.82,212,39,4.29,1564598855.97
2013,Indonesia,Umrah,197460,59.62,40.38,48.3,8511.37,70.5,388,37,4.64,915148395.67
2013,Indonesia,Ziyarat,481708,58.66,41.34,56.9,4656.06,94.98,106,49,4.49,1640268006.19
2013,Malaysia,Hajj,75185,57.63,42.37,32.1,1905.97,73.97,111,69,3.91,77211947.86
2013,Malaysia,Umrah,330843,59.61,40.39,52.9,9332.52,88.29,382,219,4.8,3553729313.08
2013,Malaysia,Ziyarat,176347,50.02,49.98,32.7,4419.56,70.05,342,262,3.45,1164621491.54
2013,Turkey,Hajj,464187,54.69,45.31,45.2,3047.52,79.41,311,157,4.62,1796792005.54
2013,Turkey,Umrah,336095,46.22,53.78,39.2,3676.78,97.24,103,159,4.4,1608239177.39
2013,Turkey,Ziyarat,224684,61.6,38.4,55.2,2678.94,82.77,307,254,3.61,319050025.12
2013,Bangladesh,Hajj,83845,47.95,52.05,43.2,6285.14,98.92,405,49,4.57,439507018.95
2013,Bangladesh,Umrah,15165,47.04,52.96,49.9,3395.93,72.02,248,147,4.18,72881455.01
2013,Bangladesh,Ziyarat,345632,48.05,51.95,33.2,7483.2,80.34,120,164,3.87,3783900951.39
2013,Egypt,Hajj,451918,48.76,51.24,28.1,9058.3,82.34,464,156,4.52,5454679612.32
2013,Egypt,Umrah,347785,48.94,51.06,48.4,3825.25,70.04,239,172,3.61,926774588.49
2013,Egypt,Ziyarat,350009,45.02,54.98,33.9,3478.13,90.8,142,78,3.3,1101722402.07
2013,Nigeria,Hajj,221453,50.68,49.32,28.8,10800.07,95.69,480,155,3.84,2108269691.34
2013,Nigeria,Umrah,281386,64.15,35.85,39.3,7991.1,95.47,499,67,3.24,1973013633.46
2013,Nigeria,Ziyarat,401496,57.44,42.56,30.4,8793.53,81.07,429,40,4.72,3933081214.2
2013,Iran,Hajj,480499,50.26,49.74,35.2,3542.84,94.4,155,23,4.12,982790193.98
2013,Iran,Umrah,256197,60.96,39.04,43.8,2456.2,86.9,275,116,4.41,373124687.5
2013,Iran,Ziyarat,386711,58.27,41.73,34.5,5744.48,92.51,133,90,3.51,1454180272.53
2013,Iraq,Hajj,26485,49.51,50.49,43.2,7863.94,70.28,56,98,4.93,141762061.08
2013,Iraq,Umrah,306269,46.93,53.07,38.1,6822.24,91.25,200,178,4.94,2736919795.92
2013,Iraq,Ziyarat,241529,54.64,45.36,53.1,6740.37,88.92,197,160,4.61,1852885198.22
2013,Afghanistan,Hajj,488430,56.03,43.97,37.6,5954.49,84.28,278,139,3.5,2642749192.0
2013,Afghanistan,Umrah,482210,48.64,51.36,56.8,9007.83,91.73,153,85,3.53,3299931067.91
2013,Afghanistan,Ziyarat,370139,55.04,44.96,46.7,3937.87,90.84,241,11,4.23,1077876363.07
2013,United Arab Emirates,Hajj,234905,62.66,37.34,44.8,7896.34,95.38,371,218,3.26,1610116269.09
2013,United Arab Emirates,Umrah,25428,55.95,44.05,29.9,2443.51,94.05,113,116,3.34,80514712.18
2013,United Arab Emirates,Ziyarat,208210,62.79,37.21,39.9,9035.42,97.25,351,16,3.83,2008060669.99
2013,Qatar,Hajj,478430,54.97,45.03,46.3,10926.63,81.64,157,198,3.01,5820577845.16
2013,Qatar,Umrah,472390,60.41,39.59,54.0,11419.74,89.27,379,123,3.98,3724154096.12
2013,Qatar,Ziyarat,150942,48.4,51.6,55.2,3606.76,98.7,466,136,4.44,608599632.91
2013,Kuwait,Hajj,217645,60.85,39.15,35.7,6165.52,89.11,319,61,4.39,1521672793.78
2013,Kuwait,Umrah,107126,57.84,42.16,33.4,7177.45,83.06,118,90,3.94,1062202062.49
2013,Kuwait,Ziyarat,107756,49.56,50.44,52.2,8201.44,86.4,392,231,3.64,565405688.6
2013,Jordan,Hajj,62858,64.33,35.67,49.8,11925.02,88.88,317,202,3.41,618079293.33
2013,Jordan,Umrah,219521,47.29,52.71,53.1,8215.17,79.92,297,198,4.93,1338434938.61
2013,Jordan,Ziyarat,274275,50.35,49.65,29.6,7747.59,74.21,392,172,4.24,2073934953.4
2013,Morocco,Hajj,290151,59.43,40.57,38.0,7622.76,71.12,215,252,3.82,3277391023.25
2013,Morocco,Umrah,335881,53.74,46.26,31.3,3809.49,87.26,145,60,4.55,1499324579.48
2013,Morocco,Ziyarat,174660,47.89,52.11,54.5,5806.73,87.82,283,51,3.78,1070456262.8
2013,Algeria,Hajj,127475,63.4,36.6,43.9,5665.79,85.52,321,83,3.13,990591529.28
2013,Algeria,Umrah,99535,52.42,47.58,28.7,3050.26,70.76,127,107,4.51,317827550.94
2013,Algeria,Ziyarat,185112,57.0,43.0,29.0,2356.71,83.97,411,105,4.21,409577334.31
2013,Tunisia,Hajj,197535,55.69,44.31,48.8,10913.1,74.26,451,91,4.56,2557105027.31
2013,Tunisia,Umrah,391966,51.42,48.58,40.7,11816.14,74.54,244,177,4.59,4829078464.98
2013,Tunisia,Ziyarat,264968,63.93,36.07,39.7,2181.52,81.26,335,60,3.46,646293267.52
2013,Libya,Hajj,181339,47.7,52.3,49.3,5465.23,97.88,258,284,4.97,699116309.2
2013,Libya,Umrah,138943,51.51,48.49,42.3,5578.87,79.93,347,101,3.72,1077056127.47
2013,Libya,Ziyarat,373179,51.65,48.35,50.4,7971.08,95.34,233,43,3.66,4450868752.69
2013,Sudan,Hajj,187529,54.08,45.92,43.8,10430.32,97.02,327,219,3.02,2781196074.74
2013,Sudan,Umrah,287109,45.19,54.81,39.4,9996.22,87.02,42,244,4.04,3787812563.73
2013,Sudan,Ziyarat,37784,50.48,49.52,55.6,2305.76,87.68,353,193,4.06,85449230.01
2013,Somalia,Hajj,259031,62.05,37.95,32.2,5708.53,72.18,24,253,4.34,2131114592.58
2013,Somalia,Umrah,341644,53.83,46.17,29.8,2956.76,81.41,65,91,3.82,1352080755.75
2013,Somalia,Ziyarat,256707,56.1,43.9,49.7,10991.75,95.63,453,258,4.29,2523234105.85
2013,Yemen,Hajj,168696,57.68,42.32,47.3,5771.62,84.3,482,298,4.9,774349259.58
2013,Yemen,Umrah,113484,55.37,44.63,51.4,7401.82,98.81,416,291,4.24,478885335.99
2013,Yemen,Ziyarat,193848,62.14,37.86,44.4,5822.33,73.13,153,75,4.47,1604130681.41
2013,United States,Hajj,402235,60.41,39.59,29.2,10207.83,85.69,167,66,4.72,5923427895.95
2013,United States,Umrah,155002,59.59,40.41,46.1,8445.51,96.07,394,146,4.56,1868284799.34
2013,United States,Ziyarat,291851,46.06,53.94,46.3,2809.05,72.28,165,275,3.11,464969591.02
2013,United Kingdom,Hajj,343141,56.39,43.61,35.1,10353.67,94.74,162,199,4.23,4859450190.52
2013,United Kingdom,Umrah,364366,56.18,43.82,38.9,8235.62,77.87,252,53,3.46,1977026924.81
2013,United Kingdom,Ziyarat,394862,61.81,38.19,28.9,5310.9,93.66,311,111,4.7,1403394324.86
2013,Canada,Hajj,331727,47.48,52.52,43.2,1696.67,81.36,76,106,3.95,518751232.56
2013,Canada,Umrah,215828,57.65,42.35,39.0,9212.46,84.35,477,90,4.22,2645361873.23
2013,Canada,Ziyarat,466413,56.28,43.72,56.5,2643.03,70.95,253,211,4.85,863582064.81
2013,Australia,Hajj,488338,54.36,45.64,47.3,7334.16,88.39,312,25,4.49,3570365251.32
2013,Australia,Umrah,316263,51.62,48.38,43.3,2867.25,83.11,405,147,3.98,1199388884.67
2013,Australia,Ziyarat,178861,56.5,43.5,32.5,4256.54,80.48,149,53,3.09,1048471696.21
2013,Germany,Hajj,495010,51.95,48.05,57.8,4675.18,76.92,147,239,4.67,1602669314.19
2013,Germany,Umrah,229121,64.77,35.23,30.2,5705.82,71.25,285,288,4.71,886107887.52
2013,Germany,Ziyarat,393760,47.54,52.46,43.2,7056.21,84.92,423,162,4.09,3641405665.96
2013,France,Hajj,360060,47.31,52.69,45.1,7467.79,89.79,406,38,4.92,2617871606.21
2013,France,Umrah,98740,59.11,40.89,31.6,7707.44,98.1,211,112,4.02,519548552.6
2013,France,Ziyarat,228628,50.64,49.36,36.6,11013.2,80.44,231,163,5.0,3658677431.53
2013,Italy,Hajj,347192,57.83,42.17,54.2,9740.79,73.25,285,144,4.89,2847509256.06
2013,Italy,Umrah,337034,59.71,40.29,28.5,10739.85,72.92,226,144,4.47,4940769330.43
2013,Italy,Ziyarat,411941,54.41,45.59,41.0,4597.11,92.44,498,20,3.52,1126957230.28
2013,Spain,Hajj,343159,51.14,48.86,33.6,10305.07,91.51,488,101,4.7,4037520999.11
2013,Spain,Umrah,36818,57.29,42.71,42.4,7789.15,75.23,418,279,3.69,289393020.69
2013,Spain,Ziyarat,410879,54.02,45.98,38.0,4687.85,81.92,431,187,4.34,2590860595.83
2013,China,Hajj,60120,63.07,36.93,56.4,9132.79,91.0,451,245,4.98,744608726.42
2013,China,Umrah,318805,53.31,46.69,31.5,4968.01,91.02,425,246,4.63,1345420156.65
2013,China,Ziyarat,416913,56.33,43.67,51.4,6670.15,97.59,122,104,4.83,2109376030.12
2013,Japan,Hajj,272300,61.57,38.43,36.6,3443.64,98.19,330,15,3.03,801231371.7
2013,Japan,Umrah,85908,55.6,44.4,48.0,5179.44,98.84,102,191,4.45,601937936.84
2013,Japan,Ziyarat,412594,49.85,50.15,36.3,10931.51,83.55,168,223,3.26,3044787474.17
2013,South Korea,Hajj,298996,57.22,42.78,37.6,9610.28,98.17,189,11,3.53,2087086033.66
2013,South Korea,Umrah,404721,58.1,41.9,45.4,2970.01,74.68,81,277,4.82,1578994429.79
2013,South Korea,Ziyarat,206549,50.38,49.62,46.2,2792.42,83.68,79,258,3.46,759807892.13
2013,Russia,Hajj,189588,58.24,41.76,44.5,4377.22,93.09,326,127,4.81,1205464118.72
2013,Russia,Umrah,411923,58.07,41.93,35.0,3428.45,70.29,45,151,3.86,1036410158.43
2013,Russia,Ziyarat,276862,56.11,43.89,34.6,3663.23,85.83,304,219,4.15,1518094105.25
2013,Brazil,Hajj,45194,64.81,35.19,35.6,6451.13,80.26,107,193,4.26,212166897.82
2013,Brazil,Umrah,49537,57.27,42.73,41.9,2445.78,98.9,257,247,3.18,174674876.64
2013,Brazil,Ziyarat,166503,62.08,37.92,57.9,3417.99,90.13,181,294,3.6,577180162.03
2013,South Africa,Hajj,111500,58.5,41.5,39.9,6504.51,72.98,319,100,4.16,534857085.92
2013,South Africa,Umrah,376912,45.42,54.58,32.7,9705.17,92.1,457,116,3.33,3049134983.65
2013,South Africa,Ziyarat,443687,55.53,44.47,51.4,9573.59,80.27,334,165,4.88,4781480202.23
2013,Kenya,Hajj,411688,56.45,43.55,55.7,5626.91,88.37,322,60,3.11,2040363110.92
2013,Kenya,Umrah,41189,62.64,37.36,30.6,5037.02,81.53,428,286,3.24,128446156.89
2013,Kenya,Ziyarat,208349,45.37,54.63,46.3,11168.47,73.08,351,177,3.74,3045364061.36
2013,Ethiopia,Hajj,414203,63.35,36.65,31.4,2248.03,94.71,300,156,3.65,754482727.99
2013,Ethiopia,Umrah,450489,45.98,54.02,39.9,10463.8,91.89,381,163,4.06,2495111529.02
2013,Ethiopia,Ziyarat,162938,60.74,39.26,47.7,6395.01,97.97,344,154,3.74,1164968189.99
2013,Thailand,Hajj,11309,60.14,39.86,54.7,9025.45,93.36,32,228,3.27,149546383.43
2013,Thailand,Umrah,11508,55.63,44.37,30.0,5367.32,95.66,132,222,3.65,88832429.26
2013,Thailand,Ziyarat,283401,51.36,48.64,28.9,4348.89,76.33,436,122,3.98,1193824330.82
2013,Singapore,Hajj,471966,61.85,38.15,40.0,6013.38,74.3,174,124,3.3,3404022010.22
2013,Singapore,Umrah,79210,55.78,44.22,34.0,7164.99,75.31,268,59,3.09,329706667.87
2013,Singapore,Ziyarat,277018,59.48,40.52,33.6,9254.77,83.9,430,297,4.7,3098542632.25
2013,Philippines,Hajj,322330,52.88,47.12,45.9,5359.09,90.45,117,125,4.39,2481772508.53
2013,Philippines,Umrah,484580,59.51,40.49,48.8,10126.17,88.73,40,136,3.94,5970394846.4
2013,Philippines,Ziyarat,371486,51.69,48.31,57.0,5245.95,74.06,82,279,3.99,2201096833.49
2013,Nepal,Hajj,388554,55.73,44.27,28.7,4163.01,79.01,410,218,3.59,2259041965.15
2013,Nepal,Umrah,214176,54.52,45.48,36.1,9009.91,97.76,158,64,4.77,1839056618.61
2013,Nepal,Ziyarat,152289,56.57,43.43,48.3,8060.79,89.32,251,69,3.07,1206498294.26
2013,Sri Lanka,Hajj,467950,59.02,40.98,50.1,8453.6,85.87,77,167,3.9,2219645930.99
2013,Sri Lanka,Umrah,322629,63.32,36.68,30.5,4998.42,97.41,231,158,4.62,2133854990.86
2013,Sri Lanka,Ziyarat,378814,61.79,38.21,50.4,2118.2,76.07,27,256,3.89,467217186.33
2013,Uzbekistan,Hajj,253240,48.86,51.14,34.6,11167.49,90.76,291,87,4.59,2422435819.68
2013,Uzbekistan,Umrah,412011,63.02,36.98,52.9,11353.9,95.2,289,28,3.26,3579996217.33
2013,Uzbekistan,Ziyarat,463538,52.61,47.39,29.7,8615.57,79.52,399,104,4.36,5638125071.42
2013,Kazakhstan,Hajj,137446,54.01,45.99,39.6,4017.69,80.8,339,174,4.94,593033772.08
2013,Kazakhstan,Umrah,30259,52.06,47.94,44.4,7095.3,71.03,376,188,3.03,123760616.48
2013,Kazakhstan,Ziyarat,278713,47.76,52.24,29.3,5486.08,88.06,165,177,4.5,1059931981.11
2013,Azerbaijan,Hajj,449912,55.12,44.88,30.6,1988.44,85.08,293,203,3.19,826553466.72
2013,Azerbaijan,Umrah,441677,62.17,37.83,52.7,2324.44,86.9,488,178,3.0,1519360636.89
2013,Azerbaijan,Ziyarat,320414,48.63,51.37,48.6,11946.97,83.55,293,115,3.99,3567419193.48
2013,Bosnia and Herzegovina,Hajj,122230,49.75,50.25,41.1,3060.58,71.22,403,241,3.46,522202201.27
2013,Bosnia and Herzegovina,Umrah,479285,51.19,48.81,49.8,4699.31,71.54,48,65,4.42,1844938754.54
2013,Bosnia and Herzegovina,Ziyarat,186181,58.2,41.8,50.0,10919.87,82.54,267,154,4.43,1043214388.45
